Section 3 - Security & Workforce,,,,,,,,
Question #,Question Text,Indicator,Question Responses,Education,Risk,Risk Indicated,Required?,Reference
,,,"Protection from malicious software tools are available, but these are not included in our security procedures.","Consider including software protection in your procedures, such as: 1. What protection mechanisms and system capabilities are in place for protection against malicious software, 2. Workforce members' roles and responsibilities in malicious software protection procedures, 3. Steps to protect against and detect malicious software, and 4. Actions on how to respond to malicious software infections. Anti-malware software is readily available at low cost and is effective at protecting endpoints from computer viruses, malware, spam, and ransomware threats. Each endpoint in your organization should be equipped with malware protection software that is configured to update automatically. For medical devices, the medical device manufacturer should directly support anti-malware software, or it should be cleared for operation by the manufacturer. Ensure that malware protection is enabled. If anti-malware cannot be implemented, compensating controls should enforce a detection scan whenever the device is serviced prior to reconnecting to the device network.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9"
,,,"No, protection from malicious software is not included in our security procedures. ","Consider including software protection in your procedures, such as: 1. What protection mechanisms and system capabilities are in place for protection against malicious software, 2. Workforce members' roles and responsibilities in malicious software protection procedures, 3. Steps to protect against and detect malicious software, and 4. Actions on how to respond to malicious software infections. Anti-malware software is readily available at low cost and is effective at protecting endpoints from computer viruses, malware, spam, and ransomware threats. Each endpoint in your organization should be equipped with malware protection software that is configured to update automatically. For medical devices, the medical device manufacturer should directly support anti-malware software, or it should be cleared for operation by the manufacturer. Ensure that malware protection is enabled. If anti-malware cannot be implemented, compensating controls should enforce a detection scan whenever the device is serviced prior to reconnecting to the device network.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(B) 
NIST CSF: PR.AT, PR.PS 
HPH CPG: 1, 2 
HICP: TV1 - Practice # 2, 9"
,Notes,,,,,,,
15,What password security elements are covered in your security training?,,,,,,,
,,,"Our security procedures include what our workforce roles/responsibilities are in password security, how to safeguard passwords, how to respond to a compromised password, and how to properly change a password using various password characteristics (e.g., many characters long, easy to remember, avoiding easy to guess phrases).","This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. To stay current with best practices on security procedures consider enforcing password security measures consistent with guidance in NIST SP 800-63-3. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.",1,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,,,Our security procedures include some but not all of the items noted above. ,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,,,Password security is not covered in our security procedures.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,,,Other.,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,,,I don't know. ,"Consider enforcing password security measures consistent with guidance in NIST SP 800-63-3 as part of your security training. If this is not determined to be reasonable and appropriate, document the reason why along with your compensating control. Assign a separate user account to each user in your organization. Train and regularly remind users that they must never share their passwords. Require each user to create an account password that is different from the ones used for personal internet or e-mail access (e.g., Gmail, Yahoo, Facebook). For devices that are accessed off site, leverage technologies that use multi-factor authentication (MFA) before permitting users to access data or applications on the device. Logins that use only a username and password are often compromised through phishing e-mails. Implement MFA authentication for the cloud-based systems that your organization uses to store or process sensitive data, such as EHRs. MFA mitigates the risk of access by unauthorized users.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(D) 
NIST CSF: PR.AT 
HPH CPG: 2, 8 
HICP: TV1 - Practice # 2, 3"
,Notes,,,,,,,
16,Do you ensure workforce members maintain ongoing awareness of security requirements? ,,,,,,,
,,,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.",1,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,No.,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,I don't know. ,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Establish and maintain a training program for your workforce that includes a section on phishing attacks. All users in your organization should be able to recognize phishing techniques. Train your workforce to comply with organizational procedures and ONC guidance when transmitting PHI through e-mail. Train staff never to back up data on uncontrolled storage devices or personal cloud services.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,Notes,,,,,,,
17,How does your practice ensure workforce members maintain ongoing awareness of security requirements? ,,,,,,,
,,,Formal trainings and periodic security reminders,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.",1,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,"Either formal trainings or periodic security reminders, but not both.","Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,I don't know. ,"Consider securing your workforce with formal, regular trainings as well as periodic reminders. If these steps are not determined to be reasonable and appropriate, document the reason why along with your compensating control. Provide staff with training on and awareness of phishing e-mails. Train personnel to comply with organizational policies. At minimum, provide annual training on the most important policy considerations, such as the use of encryption, strong passwords, and PHI transmission restrictions.",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Addressable,"HIPAA: §164.308(a)(5)(ii)(A) 
NIST CSF: PR.AT, ID.RA, GV.OC, GV.RR, GV.PO, GV.OV 
HPH CPG: 4 
HICP: TV1 - Practice # 1, 4"
,Notes,,,,,,,
18,Do you have a sanction policy to enforce security procedures?,,,,,,,
,,,Yes.,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.",1,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,No.,Consider implementing a sanction policy. It is required that your practice be able to apply appropriate sanctions against workforce members who fail to comply with your practice's security policies and procedures.,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,I don't know. ,Consider looking into whether your practice has a sanction policy. It is required that your practice be able to apply appropriate sanctions against workforce members who fail to comply with your practice's security policies and procedures.,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.PS 
HPH CPG: N/A 
HICP: N/A"
,Notes,,,,,,,
19,What is included in your sanction policy to hold personnel accountable if they do not follow your security policies and procedures?,,,,,,,
,,,Formal written documentation of the sanction and the reason for the sanction. ,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,A formal corrective action plan. ,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Identification of the sanctions applied to compliance failures.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Training to mitigate repeat offenses.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Documentation of the sanction outcome.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,All of the above. ,"This is the most effective option among those provided to protect the confidentiality, integrity, and availability of ePHI.",1,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,None of the above. ,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Other.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,I don't know.,Consider which sanction policies and procedures are reasonable and appropriate for your organization in order to hold personnel accountable if they do not follow your security policies and procedures. ,0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,,,Flag this question for later.,"This question will be marked as an area for review and will be included in the ""Flagged Questions"" report. ",0,,Required,"HIPAA: §164.308(a)(1)(ii)(C) 
NIST CSF: PR.AT, RS.CO, PR.PS 
HPH CPG: N/A 
HICP: N/A"
,Notes,,,,,,,
,,,,,,,,
Threats & Vulnerabilities,,,,,,Likelihood,Impact,Risk Score
1,"Unqualified, uninformed, or lack of Security Officer",,,,,,,
,,,Unqualified workforce or untrained personnel on security standards and procedures,,,,,
,,,Security policies not followed when not enforced,,,,,
,,,"Misuse of audit tools, information systems, and/or hardware",,,,,
,,,Increased chance or spread of unknown threats,,,,,
,,,Insider carelessness exposing ePHI,,,,,
,,,"Unauthorized information disclosure (ePHI, proprietary, intellectual, or confidential)",,,,,
,,,"Disruption of business processes, information system function, and/or prolonged adversarial presence within information systems",,,,,
2,Untrustworthy employee or business associate,,,,,,,
,,,"Information disclosure (ePHI, proprietary, intellectual, or confidential)",,,,,
,,,Disruption of business processes or information system function,,,,,
,,,Sensitive data exposed or tampered with by insider,,,,,
,,,Misuse of information systems and/or hardware ,,,,,
,,,Falsification or destruction of records and/or data corruption,,,,,
,,,Unauthorized access granted to outsiders ,,,,,
3,Inadequate cybersecurity & IT training ,,,,,,,
,,,"Information disclosure (ePHI, proprietary, intellectual, or confidential)",,,,,
,,,Disruption of business processes or information system function,,,,,
,,,Social engineering attack or email phishing attack,,,,,
,,,Misuse of information systems and/or hardware ,,,,,
,,,Information system or facility access granted to unauthorized personnel,,,,,
,,,Installation of unauthorized software or applications,,,,,
4,Failure to hold workforce members accountable for undesired actions,,,,,,,
,,,Insider carelessness causing disruption to computer systems,,,,,
,,,Insider carelessness exposing ePHI to unauthorized persons or entities,,,,,
,,,Lack of interest for protecting sensitive information,,,,,
